Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Exam Score
Student_315,1315,98.1,70.7,88.2,78.7,74.1,3.1,78.9,10.0,81.8
Student_316,1316,85.2,80.0,83.6,64.6,85.5,1.1,58.7,7.6,76.5
Student_317,1317,91.8,74.4,100.0,77.2,96.3,6.3,85.4,8.4,89.5
Student_318,1318,81.9,63.2,68.7,70.0,82.2,3.6,100.0,8.2,73.1
Student_319,1319,88.2,88.5,86.5,75.4,89.7,3.3,58.1,6.8,83.1
Student_320,1320,83.7,100.0,73.7,69.0,75.5,3.9,52.3,6.3,80.1
Student_321,1321,86.0,77.4,89.8,75.5,84.2,5.0,72.6,7.4,82.9
Student_322,1322,91.0,64.2,74.9,75.9,86.2,4.5,83.1,7.3,77.0
Student_323,1323,76.8,56.4,70.3,81.0,58.2,8.0,68.6,6.1,71.6
Student_324,1324,100.0,78.1,90.7,63.9,73.9,4.7,54.2,7.2,81.9
Student_325,1325,74.9,88.2,69.1,65.5,87.5,3.3,68.4,5.9,75.6
Student_326,1326,72.9,80.7,58.0,83.6,80.7,3.2,79.0,6.7,72.5
Student_327,1327,96.6,75.0,68.8,72.0,66.0,3.4,63.9,6.5,74.0
Student_328,1328,92.9,67.9,82.4,90.7,53.7,1.7,79.1,5.1,74.1
Student_329,1329,91.2,61.9,91.7,82.3,74.3,4.1,87.5,4.0,78.2
Student_330,1330,91.3,85.0,76.3,86.1,77.3,5.2,73.6,5.6,82.0
Student_331,1331,84.9,86.0,90.8,94.1,69.2,3.1,69.6,9.7,84.8
Student_332,1332,76.0,56.5,58.7,76.9,79.4,2.8,82.4,6.5,66.0
Student_333,1333,85.8,94.1,69.7,74.3,83.1,6.3,57.2,8.2,82.8
Student_334,1334,78.2,81.9,71.5,88.7,84.7,1.9,55.7,4.0,74.1
Student_335,1335,94.8,91.8,73.6,85.1,54.4,0.9,66.0,5.5,76.4
Student_336,1336,83.5,58.9,76.0,78.1,64.9,2.3,62.6,5.0,68.5
Student_337,1337,76.7,58.6,83.3,93.9,75.0,1.7,57.9,6.7,71.8
Student_338,1338,81.8,73.2,69.7,77.9,83.7,4.6,97.5,10.0,78.6
Student_339,1339,89.1,81.0,76.7,80.3,82.9,3.5,100.0,7.7,81.4
Student_340,1340,79.4,96.6,74.5,80.2,82.7,3.7,64.7,9.5,82.6
Student_341,1341,76.8,83.5,63.9,70.7,74.2,5.7,71.4,6.6,75.4
Student_342,1342,87.4,72.1,73.6,80.8,74.7,3.0,67.2,9.0,76.0
Student_343,1343,87.4,62.7,73.3,94.0,70.7,5.2,86.6,10.0,78.1
Student_344,1344,79.9,89.8,73.0,84.4,85.7,6.3,89.6,6.8,83.9
Student_345,1345,80.3,63.4,75.4,80.3,68.8,3.3,43.3,6.2,70.2
Student_346,1346,87.3,94.5,75.9,78.4,86.5,5.1,77.1,5.0,83.7
Student_347,1347,70.5,71.6,69.8,83.3,80.1,3.6,50.4,6.5,71.6
Student_348,1348,70.9,94.1,90.3,87.5,77.5,5.4,96.4,7.1,87.0
Student_349,1349,77.8,83.1,61.0,86.1,71.4,1.6,76.6,10.0,73.8
Student_350,1350,82.9,73.4,66.3,76.7,64.4,1.5,57.6,5.1,68.3
Student_351,1351,88.1,68.8,100.0,83.2,71.5,3.4,66.4,7.1,81.1
Student_352,1352,99.8,70.9,62.5,84.8,74.7,2.7,65.7,4.3,72.5
Student_353,1353,93.6,80.1,58.8,69.9,54.3,3.2,77.9,6.4,71.4
Student_354,1354,83.4,75.9,83.8,81.7,76.0,3.7,85.6,7.5,79.9
Student_355,1355,84.8,67.9,50.1,58.4,87.2,5.1,52.8,7.8,68.5
Student_356,1356,75.0,73.0,72.2,84.8,83.7,3.4,97.6,7.9,76.7
Student_357,1357,84.8,75.9,100.0,86.6,73.0,2.8,94.1,7.6,83.9
Student_358,1358,82.1,49.5,56.5,87.5,78.5,3.5,56.9,7.9,65.7
Student_359,1359,88.2,80.5,51.2,76.0,72.4,2.8,71.1,7.1,70.8
Student_360,1360,76.7,63.2,57.0,83.1,79.5,2.6,95.7,5.4,68.0
Student_361,1361,90.2,61.2,85.8,94.2,93.4,1.6,88.5,4.2,77.1
Student_362,1362,100.0,54.8,88.5,94.1,87.7,4.1,64.9,6.2,79.4
Student_363,1363,83.9,53.5,68.8,79.7,83.2,3.1,82.2,6.8,70.0
Student_364,1364,89.0,58.7,83.2,81.4,73.1,5.4,100.0,8.9,79.2
Student_365,1365,91.9,66.5,91.7,91.1,85.5,1.8,71.6,6.8,79.8
Student_366,1366,81.0,98.4,96.4,65.0,61.1,3.2,60.5,6.7,83.1
Student_367,1367,87.2,68.7,72.0,76.8,75.5,6.7,72.6,7.6,77.5
Student_368,1368,85.1,77.1,47.4,93.4,83.8,2.6,73.7,6.6,71.2
Student_369,1369,86.0,79.8,65.1,89.8,85.4,3.6,62.1,8.2,77.4
Student_370,1370,77.3,76.6,69.9,83.7,84.7,2.2,76.6,10.0,76.1
Student_371,1371,85.2,74.1,71.9,64.9,80.9,2.0,51.2,10.0,73.4
Student_372,1372,90.0,60.7,72.7,79.5,76.0,6.3,60.0,7.1,75.3
Student_373,1373,99.5,92.4,88.4,74.1,83.4,4.3,81.4,7.5,88.0
Student_374,1374,94.6,96.7,90.3,83.3,68.5,4.2,43.7,9.4,87.2
Student_375,1375,100.0,54.8,72.9,71.9,69.6,1.5,83.5,6.8,70.1
Student_376,1376,77.3,62.7,88.2,69.7,78.6,4.5,39.8,8.0,74.7
Student_377,1377,93.7,71.6,79.3,59.4,79.7,5.7,44.0,5.3,76.2
Student_378,1378,86.8,63.4,75.8,92.2,59.7,5.7,62.5,6.5,75.0
Student_379,1379,100.0,81.1,85.9,76.0,82.6,5.0,74.3,8.7,85.6
Student_380,1380,76.9,66.3,75.9,81.6,85.7,2.3,89.9,5.9,73.6
Student_381,1381,76.6,100.0,99.7,80.0,77.2,4.5,70.9,6.8,88.6
Student_382,1382,79.0,89.3,57.7,69.3,100.0,5.0,66.3,4.6,76.2
Student_383,1383,63.8,77.6,68.8,67.4,71.2,1.3,78.7,10.0,70.2
Student_384,1384,79.7,87.3,73.5,69.9,74.4,2.3,56.9,8.9,76.1
Student_385,1385,77.4,88.3,80.3,72.8,74.0,5.3,72.1,7.3,81.0
Student_386,1386,86.5,68.2,90.2,83.7,77.2,5.3,52.0,7.8,80.5
Student_387,1387,88.4,65.2,74.7,72.0,74.7,1.7,71.2,7.6,71.9
Student_388,1388,100.0,75.9,57.9,97.5,63.9,5.2,68.1,9.1,77.8
Student_389,1389,94.5,85.3,85.1,90.3,72.5,4.1,57.9,6.2,83.2
Student_390,1390,79.2,76.7,84.1,88.1,77.0,5.2,72.5,8.1,81.5
Student_391,1391,76.0,56.1,51.7,78.8,90.3,3.0,72.4,8.6,66.2
Student_392,1392,89.9,65.4,75.0,95.1,100.0,5.0,87.6,8.8,81.9
Student_393,1393,71.8,74.1,55.9,77.8,91.4,5.3,45.9,4.0,69.8
Student_394,1394,100.0,74.1,67.0,79.7,70.2,3.5,68.9,6.1,75.2
Student_395,1395,96.8,98.7,64.2,81.7,71.0,4.0,58.6,5.5,80.2
Student_396,1396,80.3,58.4,84.7,87.0,76.4,3.0,83.0,7.2,74.9
Student_397,1397,67.9,81.1,76.4,86.4,95.8,6.5,81.3,4.0,80.4
Student_398,1398,98.5,92.9,59.6,75.2,76.3,3.8,77.6,4.0,77.8
Student_399,1399,83.9,100.0,85.6,74.7,64.7,2.6,59.4,10.0,83.5
Student_400,1400,97.4,70.1,57.8,86.4,73.0,2.9,83.3,7.9,73.5
Student_401,1401,69.1,80.9,79.0,87.2,85.6,4.2,47.0,7.2,77.7
Student_402,1402,79.0,81.8,65.2,76.1,84.9,5.1,44.0,7.5,75.8
Student_403,1403,85.1,77.3,70.6,64.1,76.0,2.0,50.9,7.2,72.0
Student_404,1404,85.5,73.8,81.1,77.9,84.8,6.8,69.5,8.5,82.4
Student_405,1405,80.5,80.2,81.3,86.2,55.3,4.5,80.1,6.1,78.2
Student_406,1406,91.2,44.6,91.0,98.1,79.0,4.7,25.4,7.3,74.9
Student_407,1407,74.3,83.2,74.0,68.0,86.6,3.9,89.8,7.3,78.0
Student_408,1408,83.6,76.5,78.7,75.7,69.7,4.0,72.0,5.4,76.2
Student_409,1409,86.2,72.3,69.7,76.1,69.6,3.8,46.5,8.9,73.6
Student_410,1410,90.1,99.6,77.2,93.6,59.3,5.5,71.5,6.3,85.2
Student_411,1411,92.1,66.9,80.3,79.7,93.9,4.0,86.4,8.5,80.6
Student_412,1412,73.8,70.2,73.8,70.9,70.8,5.2,79.0,7.2,74.0
Student_413,1413,69.7,98.9,53.4,85.6,80.4,3.3,86.5,9.5,77.5
Student_414,1414,97.8,65.0,79.0,76.0,84.0,4.3,49.5,5.4,76.0
Student_415,1415,88.3,68.4,79.4,67.8,93.1,2.8,63.8,5.4,75.0
Student_416,1416,77.5,73.2,66.8,71.1,76.5,5.8,56.1,5.6,72.7
Student_417,1417,100.0,85.1,59.6,97.3,72.6,2.7,95.8,7.2,79.2
Student_418,1418,86.2,77.5,92.7,83.8,79.7,3.5,79.6,9.3,83.9
Student_419,1419,96.8,59.5,80.9,81.1,90.8,3.5,100.0,9.4,80.0
Student_420,1420,85.7,68.6,72.3,77.5,76.3,3.5,63.0,4.0,72.2
Student_421,1421,100.0,67.7,61.4,82.9,68.5,5.1,59.1,7.4,74.2
Student_422,1422,100.0,74.1,65.1,82.8,62.6,3.5,67.9,4.0,73.3
Student_423,1423,82.5,80.1,90.6,82.9,65.8,6.1,90.7,8.2,84.7
Student_424,1424,94.7,80.0,76.7,81.1,86.6,2.8,64.5,8.7,80.6
Student_425,1425,91.5,53.7,68.4,88.7,74.8,4.3,71.9,6.9,71.8
Student_426,1426,98.7,87.8,81.1,80.2,71.9,2.8,71.5,7.1,82.2
Student_427,1427,75.4,78.0,65.2,70.2,70.8,4.6,70.6,7.1,72.8
Student_428,1428,91.9,91.6,93.0,73.9,78.9,4.0,60.2,5.8,85.2
Student_429,1429,95.6,80.3,91.2,60.2,75.6,3.8,67.9,7.6,81.7
Student_430,1430,67.4,88.2,69.4,100.0,75.3,5.8,67.3,6.7,79.5
Student_431,1431,73.2,80.6,67.5,88.6,91.5,3.0,69.9,8.4,76.7
Student_432,1432,64.6,91.2,43.6,71.7,93.4,4.9,84.2,6.8,72.4
Student_433,1433,82.3,81.3,57.2,77.2,61.9,2.8,96.4,5.7,71.4
Student_434,1434,92.2,73.8,58.9,73.6,81.3,4.2,57.4,4.7,71.9
Student_435,1435,100.0,100.0,76.6,95.4,70.2,2.2,64.1,4.2,83.2
Student_436,1436,85.7,85.7,71.1,65.8,75.5,3.0,57.6,9.0,76.6
Student_437,1437,100.0,81.9,58.9,81.1,81.1,3.9,72.8,6.3,77.1
Student_438,1438,71.2,59.7,71.6,78.9,75.9,6.7,61.9,7.5,72.5
Student_439,1439,68.0,59.5,81.1,88.3,80.3,4.2,73.6,9.7,74.9
Student_440,1440,84.4,78.5,81.3,79.0,84.7,6.5,86.6,6.2,82.9
Student_441,1441,88.8,76.7,52.2,62.4,80.9,4.3,32.1,6.1,68.8
Student_442,1442,84.7,67.6,73.5,77.5,71.5,3.4,77.4,6.8,73.5
Student_443,1443,64.3,76.7,58.4,70.3,71.7,6.3,63.1,7.0,70.6
Student_444,1444,84.1,94.1,85.8,80.8,63.6,4.7,76.9,9.8,85.5
Student_445,1445,72.0,83.3,84.4,94.3,69.5,3.0,56.6,9.3,79.5
Student_446,1446,91.7,61.3,64.2,62.6,97.6,4.7,87.9,7.9,74.2
Student_447,1447,88.7,73.7,65.8,72.0,70.1,3.6,83.7,9.2,74.7
Student_448,1448,75.6,65.3,69.5,74.5,66.1,1.0,78.5,6.7,67.4
Student_449,1449,79.9,70.3,48.0,76.2,81.2,5.4,81.9,7.4,70.6
Student_450,1450,74.4,70.0,79.0,87.4,76.9,5.6,58.8,6.5,76.7
Student_451,1451,84.4,69.3,71.7,78.3,76.0,6.8,60.7,5.1,75.8
Student_452,1452,94.6,59.9,86.6,84.2,92.1,4.6,81.3,8.8,81.5
Student_453,1453,75.1,73.5,61.8,73.7,83.5,3.6,58.5,7.8,71.3
Student_454,1454,90.0,68.3,67.6,82.3,72.7,5.3,91.7,7.0,76.3
Student_455,1455,79.7,39.8,56.9,87.8,73.8,5.3,65.1,7.0,64.3
Student_456,1456,77.1,99.6,62.9,72.7,73.0,6.5,77.5,4.7,79.5
Student_457,1457,83.9,88.1,60.8,87.8,86.7,3.9,100.0,5.5,78.9
Student_458,1458,74.6,70.5,87.0,80.5,74.9,3.8,59.4,7.5,76.6
Student_459,1459,79.5,75.2,66.6,90.5,60.1,2.9,71.0,6.2,72.0
Student_460,1460,73.0,60.9,76.5,78.0,77.5,4.8,85.8,6.7,73.2
Student_461,1461,100.0,95.3,70.4,83.8,62.6,1.7,84.3,6.8,80.4
Student_462,1462,85.4,97.8,59.8,79.6,99.8,5.2,65.1,6.0,81.6
Student_463,1463,78.0,76.9,73.0,79.0,68.3,4.9,62.2,5.5,74.7
Student_464,1464,87.1,87.3,82.2,82.6,76.4,4.9,66.5,4.6,81.9
Student_465,1465,83.9,77.1,60.5,85.4,80.6,4.2,91.7,6.8,75.8
Student_466,1466,82.8,59.0,84.7,67.5,75.1,6.3,65.8,7.9,76.1
Student_467,1467,91.1,70.1,64.8,94.3,75.1,5.3,71.2,4.5,75.4
Student_468,1468,92.6,76.6,69.2,61.4,82.2,3.1,63.6,7.0,74.6
Student_469,1469,79.7,69.5,81.4,73.2,93.3,3.1,80.6,7.4,77.2
Student_470,1470,79.2,72.4,67.0,79.1,85.7,2.7,72.3,5.5,72.3
Student_471,1471,82.2,73.9,75.5,84.1,92.8,4.8,54.9,9.1,79.4
Student_472,1472,62.0,74.0,71.2,95.8,67.5,2.5,55.5,6.4,70.4
Student_473,1473,69.8,75.6,76.6,61.4,81.2,5.6,40.0,6.8,73.8
Student_474,1474,98.7,62.3,46.4,74.9,79.6,6.0,57.5,6.8,69.8
Student_475,1475,100.0,66.4,53.0,58.7,81.5,2.7,81.9,4.3,67.7
Student_476,1476,82.5,59.6,82.4,80.3,91.8,3.7,89.9,8.5,77.6
Student_477,1477,90.8,86.7,87.4,82.7,75.8,4.0,80.3,5.6,83.9
Student_478,1478,88.1,49.7,64.1,95.9,73.9,5.3,78.3,6.6,71.1
Student_479,1479,100.0,88.8,72.1,81.2,83.3,6.4,68.1,7.9,85.4
Student_480,1480,96.2,91.6,78.5,90.4,60.2,1.5,81.6,9.2,82.1
Student_481,1481,83.7,71.4,83.3,85.8,75.6,3.5,74.3,5.4,77.3
Student_482,1482,75.4,43.8,50.7,75.6,76.7,3.6,97.1,6.3,61.8
Student_483,1483,68.9,70.7,64.4,65.9,68.8,1.9,68.5,9.1,67.4
Student_484,1484,87.0,74.2,71.0,82.8,88.6,3.3,90.1,7.7,78.1
Student_485,1485,77.4,62.9,83.4,65.1,67.4,4.6,83.1,8.0,74.2
Student_486,1486,70.8,68.8,100.0,93.0,76.6,3.6,81.0,5.4,80.1
Student_487,1487,78.5,93.4,72.3,78.4,80.9,1.7,39.8,6.4,76.0
Student_488,1488,74.2,83.0,58.1,92.0,91.5,8.3,83.9,6.7,80.6
Student_489,1489,100.0,63.9,79.8,75.2,77.9,4.4,68.1,5.7,76.9
Student_490,1490,93.8,55.8,90.9,82.7,87.4,4.2,63.3,4.5,77.4
Student_491,1491,84.9,71.1,76.3,82.1,85.0,2.4,47.8,6.2,74.3
Student_492,1492,99.8,72.4,64.1,79.5,79.2,4.4,69.9,9.0,77.3
Student_493,1493,85.8,81.0,86.5,75.7,67.1,3.8,70.5,7.1,79.8
Student_494,1494,76.4,68.6,83.0,83.9,63.7,1.2,50.5,9.1,72.3
Student_495,1495,100.0,81.1,62.7,70.7,79.1,2.4,47.9,7.3,74.3
Student_496,1496,90.4,98.2,79.6,67.9,72.6,5.2,77.3,5.9,84.1
Student_497,1497,74.6,84.8,87.0,92.4,87.2,6.9,83.1,8.9,87.6
Student_498,1498,83.1,74.4,89.2,87.3,85.5,4.6,72.9,7.3,82.6
Student_499,1499,76.2,72.8,74.2,80.7,76.2,5.7,87.3,8.4,78.1
Student_500,1500,71.2,70.7,70.7,96.7,66.4,3.8,68.7,5.4,72.3
Student_501,1501,94.3,89.2,89.7,77.3,83.1,3.9,69.2,8.6,86.6
Student_502,1502,100.0,67.5,60.5,93.2,67.8,5.6,56.2,8.6,75.8
Student_503,1503,71.0,75.5,80.3,81.8,70.4,6.5,46.6,7.4,77.4
Student_504,1504,90.6,75.6,58.6,69.8,68.2,6.0,97.8,5.8,74.7
Student_505,1505,78.5,69.0,87.8,98.5,76.6,2.4,87.0,6.9,78.8
Student_506,1506,80.1,58.5,71.9,89.9,89.7,3.9,49.1,7.9,72.9
Student_507,1507,79.1,78.9,90.2,78.8,77.9,4.4,72.3,7.4,81.5
Student_508,1508,76.4,74.3,80.9,87.3,73.6,3.6,68.5,7.9,77.3
Student_509,1509,85.5,81.0,60.3,76.0,62.7,4.6,65.9,8.5,74.2
Student_510,1510,76.7,68.6,92.1,88.3,83.5,5.2,63.9,6.0,80.3
Student_511,1511,87.7,89.6,93.6,56.1,70.2,5.5,75.7,5.3,83.6
Student_512,1512,84.5,64.5,85.6,69.8,79.2,6.5,82.3,6.9,79.1
Student_513,1513,82.6,95.5,65.9,89.8,74.5,3.5,76.0,6.5,79.7
Student_514,1514,75.9,54.0,71.3,77.5,86.4,2.0,68.2,8.2,68.5
Student_515,1515,79.2,80.2,76.7,82.1,76.4,4.5,67.6,5.4,77.6
Student_516,1516,92.6,80.7,66.6,66.5,77.4,6.8,84.1,8.5,80.4
Student_517,1517,90.0,65.5,95.3,98.5,82.9,3.3,77.0,9.0,83.6
Student_518,1518,75.2,80.1,76.7,91.9,99.1,5.0,71.1,7.0,81.6
Student_519,1519,86.0,90.4,42.6,78.0,86.9,5.0,69.5,7.1,74.7
Student_520,1520,92.5,48.4,79.1,76.0,77.1,4.3,75.2,5.8,71.9
Student_521,1521,68.3,81.0,70.8,90.3,78.0,4.0,63.0,6.2,75.2
Student_522,1522,90.4,45.1,74.1,99.8,72.8,2.6,82.3,6.4,70.5
Student_523,1523,78.4,63.4,70.6,89.5,68.5,0.6,53.9,9.2,69.0
Student_524,1524,90.7,94.5,84.7,100.0,72.5,2.3,63.8,6.9,84.5
Student_525,1525,77.4,68.0,88.4,70.8,70.3,3.4,79.2,5.0,74.6
Student_526,1526,67.0,60.9,78.4,71.8,84.5,5.6,53.0,7.4,72.5
Student_527,1527,68.7,72.6,70.9,68.1,67.3,3.8,46.4,8.2,70.0
Student_528,1528,85.5,99.8,74.5,84.4,91.3,3.2,70.9,7.0,84.2
Student_529,1529,87.6,53.0,75.2,81.8,85.5,2.7,44.6,9.2,71.4
Student_530,1530,76.0,62.4,65.4,78.5,78.2,5.0,50.5,8.2,70.7
Student_531,1531,91.4,93.0,81.9,88.1,78.0,6.0,81.3,5.4,86.8
Student_532,1532,68.4,97.3,80.5,92.3,72.4,5.6,66.9,6.2,83.3
Student_533,1533,84.3,73.8,93.5,64.7,80.7,4.9,89.3,7.3,82.0
Student_534,1534,72.9,60.1,90.1,74.0,88.9,1.8,51.9,4.5,71.4
Student_535,1535,78.5,100.0,66.8,88.2,71.0,3.5,68.6,7.5,80.1
Student_536,1536,85.5,94.1,84.8,75.3,62.7,6.9,76.0,4.4,84.2
Student_537,1537,76.4,83.1,63.6,72.0,85.0,5.7,52.4,8.5,76.4
Student_538,1538,81.2,65.3,83.4,90.2,81.2,1.7,85.5,8.4,76.7
Student_539,1539,95.1,74.4,68.8,67.1,66.8,3.9,77.7,7.8,75.0
Student_540,1540,79.2,73.1,62.7,77.0,70.7,4.5,45.9,6.0,70.3
Student_541,1541,93.4,79.0,78.4,83.3,69.4,2.9,69.4,7.3,78.7
Student_542,1542,73.7,92.4,42.9,74.3,70.8,0.5,75.8,6.2,66.7
Student_543,1543,90.3,85.6,54.0,87.8,74.8,4.1,61.1,5.5,74.6
Student_544,1544,99.4,62.1,72.9,74.3,75.3,2.8,47.8,6.5,72.1
Student_545,1545,60.3,91.5,76.0,94.1,71.5,2.8,74.2,8.0,78.0
Student_546,1546,77.0,78.8,70.6,78.7,70.4,3.5,100.0,7.1,75.9
Student_547,1547,90.8,83.2,56.0,86.7,75.7,3.8,64.2,9.2,76.3
Student_548,1548,83.0,92.6,65.2,87.5,79.7,4.0,93.5,8.1,81.4
Student_549,1549,88.7,61.7,79.7,73.7,74.8,2.7,58.7,8.0,73.1
Student_550,1550,79.0,74.6,82.0,59.5,89.6,3.7,73.2,4.6,75.6
Student_551,1551,85.9,68.6,74.8,83.6,83.1,1.4,81.6,6.6,74.2
Student_552,1552,83.4,56.2,88.9,80.7,62.1,4.5,69.9,5.4,73.7
Student_553,1553,96.7,79.2,79.8,85.6,83.2,0.0,65.5,6.7,77.8
Student_554,1554,87.5,100.0,66.0,77.7,84.1,3.6,80.9,6.0,81.4
Student_555,1555,88.4,52.9,71.6,75.7,73.7,5.4,98.4,6.4,72.9
Student_556,1556,80.9,74.6,58.2,100.0,63.0,2.4,74.5,8.6,72.1
Student_557,1557,80.1,82.7,73.7,65.3,78.1,5.1,62.3,7.7,77.5
Student_558,1558,80.7,76.5,88.3,87.3,77.9,5.7,67.2,8.5,83.2
Student_559,1559,88.9,73.6,83.2,74.3,66.8,0.0,100.0,4.6,74.0
Student_560,1560,80.8,59.4,91.8,76.6,63.5,3.8,72.0,7.1,74.9
Student_561,1561,87.9,77.8,71.4,76.8,77.1,0.0,61.1,8.5,73.2
Student_562,1562,100.0,65.9,91.2,72.0,75.7,3.8,52.8,9.3,80.1
Student_563,1563,93.7,48.7,72.7,85.7,73.8,4.0,42.6,4.7,68.9
Student_564,1564,81.7,89.3,92.7,93.9,77.2,0.3,75.5,6.5,82.2
Student_565,1565,97.0,86.5,74.7,84.7,67.0,6.9,79.8,8.6,85.2
Student_566,1566,80.9,75.6,83.5,81.0,73.7,4.4,64.0,6.7,78.3
Student_567,1567,64.6,77.7,92.7,70.1,83.3,2.7,69.8,5.6,76.7
Student_568,1568,74.9,87.9,72.7,85.2,74.5,6.2,52.4,4.7,78.5
Student_569,1569,66.3,77.7,77.6,100.0,61.3,1.3,72.0,5.6,72.5
Student_570,1570,81.5,85.8,90.5,76.2,73.3,2.2,77.2,4.5,79.6
Student_571,1571,85.2,71.4,73.4,76.2,67.3,0.6,62.0,7.1,70.6
Student_572,1572,100.0,90.7,59.1,74.4,80.7,6.7,95.4,8.3,83.7
Student_573,1573,88.3,78.8,100.0,75.1,81.2,4.5,57.4,5.1,83.5
Student_574,1574,82.8,77.3,69.4,52.5,61.4,5.0,74.3,7.4,72.9
Student_575,1575,93.3,59.8,76.9,84.1,85.6,4.5,82.7,8.3,78.0
Student_576,1576,62.9,78.4,88.9,71.5,66.9,4.9,68.8,7.0,76.9
Student_577,1577,87.4,65.0,67.7,63.9,93.6,4.1,67.2,4.6,71.8
Student_578,1578,92.7,67.3,62.9,87.5,77.5,4.4,48.6,7.6,73.6
Student_579,1579,70.2,65.2,78.0,69.2,65.5,4.2,90.4,6.9,72.0
Student_580,1580,96.4,62.2,53.5,76.6,66.6,3.1,67.5,6.8,67.6
Student_581,1581,88.4,100.0,71.5,94.7,81.5,3.9,78.1,6.2,84.7
Student_582,1582,80.8,91.0,77.9,65.9,74.1,4.4,80.1,7.1,80.3
Student_583,1583,91.3,98.0,71.8,64.7,77.0,4.2,60.6,7.8,81.5
Student_584,1584,100.0,60.3,56.5,82.7,94.1,1.8,67.0,10.0,72.1
Student_585,1585,86.8,75.9,94.1,91.5,71.0,2.0,90.0,7.2,81.9
Student_586,1586,87.5,59.5,76.2,64.3,78.6,5.6,53.2,9.3,74.2
Student_587,1587,80.4,66.7,92.2,84.1,92.2,3.5,100.0,7.5,81.7
Student_588,1588,76.5,64.0,71.9,85.8,80.7,4.9,58.8,6.9,73.4
Student_589,1589,93.3,89.9,64.4,59.4,61.9,2.4,52.3,7.2,73.3
Student_590,1590,76.4,70.2,78.2,88.0,83.1,1.8,72.0,5.2,73.7
Student_591,1591,85.7,87.8,72.4,88.8,66.4,2.7,100.0,7.5,79.9
Student_592,1592,80.2,82.2,60.9,76.9,92.1,3.7,41.3,4.0,72.5
Student_593,1593,89.8,100.0,92.6,92.5,69.8,3.0,67.9,5.7,87.0
Student_594,1594,88.3,57.2,67.5,91.4,100.0,5.9,77.1,7.2,76.9
Student_595,1595,95.4,90.1,52.9,81.0,92.7,4.3,70.5,8.8,79.6
Student_596,1596,79.9,88.8,90.9,75.5,70.0,6.8,75.7,9.1,86.6
Student_597,1597,82.3,63.3,68.9,70.3,78.2,4.6,59.2,6.6,71.2
Student_598,1598,75.2,87.1,67.7,79.6,85.5,0.4,61.0,7.2,73.6
Student_599,1599,80.6,79.0,53.8,85.7,85.8,5.6,67.8,8.5,75.7
Student_600,1600,88.8,72.3,95.9,76.8,82.4,1.7,53.1,5.0,78.1
Student_601,1601,92.6,65.1,59.5,58.0,90.5,4.3,69.3,7.6,71.4
Student_602,1602,75.8,66.4,75.7,92.7,76.8,2.8,64.2,5.8,72.8
Student_603,1603,93.7,99.6,86.0,81.9,74.3,7.2,62.9,6.7,89.8
Student_604,1604,98.6,75.0,80.1,76.2,74.5,6.2,74.8,6.3,81.8
Student_605,1605,89.1,84.4,74.3,88.6,86.6,2.9,42.7,7.7,79.4
Student_606,1606,100.0,65.5,54.6,95.2,81.7,3.8,66.6,7.8,73.7
Student_607,1607,77.3,65.6,65.3,52.0,80.9,4.4,100.0,8.3,71.2
Student_608,1608,72.6,88.0,77.3,84.3,86.0,5.3,53.7,7.5,81.0
Student_609,1609,67.2,58.8,65.6,65.7,57.5,4.0,89.3,7.3,65.6
Student_610,1610,100.0,70.0,77.4,85.0,81.1,2.5,70.8,9.8,79.5
Student_611,1611,91.5,75.4,83.2,81.3,80.2,2.9,61.0,4.7,77.8
Student_612,1612,84.4,76.3,86.6,86.4,94.7,4.0,50.2,9.5,82.6
Student_613,1613,87.8,72.9,60.3,75.0,62.7,5.9,72.1,6.6,73.1
Student_614,1614,73.7,79.7,100.0,61.3,93.6,4.6,91.8,7.9,84.7
Student_615,1615,100.0,83.3,84.2,75.5,78.8,2.8,64.2,6.5,81.6
Student_616,1616,86.3,83.8,75.0,84.1,82.9,5.0,68.8,5.9,80.7
Student_617,1617,86.1,63.2,88.1,90.2,94.8,3.4,85.2,7.7,80.7
Student_618,1618,92.3,71.6,100.0,68.3,83.6,5.3,75.1,8.6,85.3
Student_619,1619,89.8,89.3,57.7,90.3,82.0,7.8,46.4,7.7,81.4
Student_620,1620,87.2,85.7,72.3,73.5,80.4,3.5,71.5,6.2,78.2
Student_621,1621,77.1,58.5,46.5,83.6,73.2,5.2,92.7,10.0,68.3
Student_622,1622,89.7,79.2,77.3,74.9,77.7,2.9,69.4,8.8,78.6
Student_623,1623,100.0,51.3,79.4,81.8,70.8,3.8,28.9,8.4,72.4
Student_624,1624,98.5,75.6,74.5,88.9,77.6,4.0,75.8,6.5,80.0
Student_625,1625,100.0,97.8,67.1,67.7,54.6,3.7,67.0,6.1,78.6
Student_626,1626,79.9,63.6,50.4,73.2,82.3,7.7,42.6,6.6,69.2
Student_627,1627,75.1,65.0,79.5,81.8,76.8,3.5,44.8,8.6,73.3
Student_628,1628,83.7,84.2,92.5,100.0,74.6,4.9,84.6,5.5,86.1
Student_629,1629,85.6,56.5,67.9,71.4,80.2,1.1,59.0,5.4,65.9
Student_630,1630,95.9,67.4,80.3,100.0,63.7,4.6,56.4,7.8,79.0
